On Time,Off Time,Running Duration,Off Duration
2021-01-01 19:03:47+00:00,2021-01-01 19:25:13+00:00,0:21:26,0:35:05
2021-01-01 20:00:18+00:00,2021-01-01 20:42:12+00:00,0:41:54,0:29:55
2021-01-01 21:12:07+00:00,2021-01-01 21:53:44+00:00,0:41:37,0:30:29
2021-01-01 22:24:13+00:00,2021-01-01 22:57:03+00:00,0:32:50,0:04:42
2021-01-01 23:01:45+00:00,2021-01-02 00:34:38+00:00,1:32:53,0:27:25
2021-01-02 01:02:03+00:00,2021-01-02 01:53:08+00:00,0:51:05,0:28:59
2021-01-02 02:22:07+00:00,2021-01-02 03:06:38+00:00,0:44:31,0:28:48
2021-01-02 03:35:26+00:00,2021-01-02 04:18:40+00:00,0:43:14,0:29:48
2021-01-02 04:48:28+00:00,2021-01-02 05:30:25+00:00,0:41:57,0:29:48
2021-01-02 06:00:13+00:00,2021-01-02 06:41:50+00:00,0:41:37,0:30:21
2021-01-02 07:12:11+00:00,2021-01-02 07:53:13+00:00,0:41:02,0:30:01
2021-01-02 08:23:14+00:00,2021-01-02 09:03:27+00:00,0:40:13,0:30:45
2021-01-02 09:34:12+00:00,2021-01-02 10:13:09+00:00,0:38:57,0:31:15
2021-01-02 10:44:24+00:00,2021-01-02 11:22:15+00:00,0:37:51,0:31:23
2021-01-02 11:53:38+00:00,2021-01-02 12:30:51+00:00,0:37:13,0:31:16
2021-01-02 13:02:07+00:00,2021-01-02 13:39:59+00:00,0:37:52,0:31:36
2021-01-02 14:11:35+00:00,2021-01-02 14:48:23+00:00,0:36:48,0:31:30
2021-01-02 15:19:53+00:00,2021-01-02 15:56:53+00:00,0:37:00,0:31:44
2021-01-02 16:28:37+00:00,2021-01-02 16:49:17+00:00,0:20:40,0:05:57
2021-01-02 16:55:14+00:00,2021-01-02 17:18:52+00:00,0:23:38,0:04:48
2021-01-02 17:23:40+00:00,2021-01-02 18:12:37+00:00,0:48:57,0:28:05
2021-01-02 18:40:42+00:00,2021-01-02 19:04:40+00:00,0:23:58,0:32:07
2021-01-02 19:36:47+00:00,2021-01-02 19:58:53+00:00,0:22:06,0:34:10
2021-01-02 20:33:03+00:00,2021-01-02 21:18:00+00:00,0:44:57,0:30:01
2021-01-02 21:48:01+00:00,2021-01-02 22:30:28+00:00,0:42:27,0:30:24
2021-01-02 23:00:52+00:00,2021-01-02 23:42:08+00:00,0:41:16,0:30:49
