time,voltage,current,frequency,power
521,109.944375,0.006,60.0,0.65966625
522,97.74562499999999,0.007,60.0,0.684219375
523,52.096875,0.003,60.0,0.156290625
524,122.878125,0.003,786.42,0.368634375
525,49.65,0.003,60.0,0.14895
526,122.878125,0.003,786.42,0.368634375
527,49.653749999999995,0.003,60.0,0.14896125
528,122.878125,0.003,786.42,0.368634375
529,122.878125,0.003,786.42,0.368634375
530,122.878125,0.003,786.42,0.368634375
531,122.878125,0.003,786.42,0.368634375
532,122.878125,0.003,395.508,0.368634375
533,122.878125,0.003,60.0,0.368634375
534,122.878125,0.004,60.0,0.4915125
535,73.205625,0.003,60.0,0.219616875
536,122.878125,0.004,60.0,0.4915125
537,109.17375,0.004,60.0,0.436695
538,106.46812500000001,0.004,60.0,0.42587250000000004
539,97.75687500000001,0.004,60.0,0.39102750000000003
540,100.925625,0.006,60.0,0.60555375
541,122.85,0.006,786.24,0.7371
542,122.878125,0.006,786.42,0.73726875
543,122.878125,0.006,786.42,0.73726875
544,122.878125,0.006,786.42,0.73726875
545,122.85,0.006,786.0479999999999,0.7371
546,122.878125,0.006,786.42,0.73726875
547,122.878125,0.006,786.24,0.73726875
548,122.878125,0.006,786.42,0.73726875
549,122.878125,0.006,786.42,0.73726875
550,122.878125,0.006,786.42,0.73726875
551,122.878125,0.031,683.8439999999999,3.809221875
552,122.878125,0.031,60.0,3.809221875
553,98.773125,0.004,60.0,0.39509249999999996
554,102.94499999999998,0.004,60.0,0.4117799999999999
555,87.84375,0.006,60.0,0.5270625
556,105.82874999999999,0.007,60.0,0.74080125
557,122.878125,0.007,786.42,0.860146875
558,122.878125,0.007,786.42,0.860146875
559,122.878125,0.007,786.42,0.860146875
560,122.878125,0.007,786.42,0.860146875
561,122.878125,0.007,786.42,0.860146875
562,122.878125,0.007,786.42,0.860146875
563,122.878125,0.007,786.42,0.860146875
564,122.878125,0.007,786.42,0.860146875
565,122.878125,0.007,786.42,0.860146875
566,122.878125,0.007,786.42,0.860146875
567,0.058125,0.007,60.0,0.000406875
568,0.478125,0.004,60.0,0.0019125000000000001
569,122.878125,0.004,60.0,0.4915125
570,122.878125,0.004,60.0,0.4915125
571,122.878125,0.004,60.0,0.4915125
572,87.02437499999999,0.006,60.0,0.5221462499999999
573,49.65,0.003,60.0,0.14895
574,101.4825,0.007,60.0,0.7103775
575,86.20125,0.006,60.0,0.5172075
576,87.02062500000001,0.006,60.0,0.5221237500000001
577,51.28125,0.003,60.0,0.15384375
578,107.95125,0.008,60.0,0.86361
579,51.283125,0.003,60.0,0.153849375
580,85.644375,0.006,60.0,0.51386625
581,50.872499999999995,0.003,60.0,0.1526175
582,49.64812500000001,0.003,60.0,0.14894437500000002
583,103.434375,0.007,60.0,0.724040625
584,49.65,0.003,60.0,0.14895
585,108.0225,0.007,60.0,0.7561574999999999
586,105.001875,0.007,60.0,0.735013125
